,Text,Summary
12357,the pakistani foreign minister sunday described nato attack that killed dozens of soldiers as saying it plunges the relationship with the united states into deeper nato helicopters attacked military checkpoint in northwest pakistan on killing pakistani authorities in the nation,nato secretary general says it was incident
63215,supporters and opponents of government appeared to split seats on sunday as lebanese voters went to the polls to replace two lawmakers assassinated in recent lebanese women wait in line to cast their votes in,former lebanese president amin gemayel loses by few hundred votes
8242,it takes drive east from moscow to get to the prison camps of convicted criminals fear the it is decaying and,tolokonnikova began her hunger strike to protest prison conditions
54863,high definition screen projects an intense college basketball massage therapists rub the nervous tensions of men and women scissors skillfully cut two chandeliers adorn the main complimented by brick walls and glass bar that doubles as retail sean and kumi walker own barbershop and wine bar in san,entrepreneur read about famed black wall street that was destroyed in
29524,bayer leverkusen moved within eight points of german bundesliga leaders borussia dortmund after victory over first half goals from arturo vidal and simon rolfes settled the outcome and saw leverkusen go five points clear of hannover who sit,bayer leverkusen beat hannover in the german bundesliga
24990,an suv carrying almost two dozen undocumented immigrants crashed in arizona over the killing people and injuring several state police reported this ford excursion was packed with passengers inside when it crashed in arizona late saturday,suv is packed with almost two dozen undocumented immigrants
50200,the soldier who authorities say killed five fellow troops including navy commander at stress clinic in iraq on monday apparently used weapon he wrested away from another defense official the camp liberty shooter has been identified as army john russell of,suspect struggled with fellow soldier over defense official says
60739,would you dare to freeze yourself fit by stepping into chilling chamber colder than golfers are used to frosty stormy tees and soggy greens but padraig harrington is taking the plunge with real deep,golfer padraig harrington uses cryotherapy as part of his fitness regime
56664,on even the best intentions can lead to disastrous what happened to the new england patriots this when the football attempt to reward their followers on twitter turned into social media worst,the new england patriots had social fail on thursday
49690,despite their public handshake on monday it appears there is still some way to go before tiger woods and sergio garcia bury the spat between the two golfers resurfaced after they shared contentious round together at the championship in,tiger woods says there been time for talk with sergio garcia
1212,outside my the wind is starting to die although it still comes through in sending branches and debris tumbling down the deserted street the been out since life has skidded to slow with no data available on my smartphone and no internet to tell me when the storm might just me inside my listening to the howl of the weather and racing to eat everything in the fridge before it spoils and has to be tossed into garbage,colette bennett fled new orleans after hurricane katrina destroyed her home
16857,federal judge has ordered the reinstatement of an openly lesbian former air force major who was dismissed from the military under the judge ronald leighton of made his ruling it is the latest legal and political setback for the obama which is seeking to end the policy through legislative and executive,air discharge was fully consistent with the
88905,debra guenterberg have to go to horror movie to get she says been living nightmare for the past the wisconsin woman says been stalked by two two men stole her name and her social security they used the information to obtain credit buy cars and three,the toll of identity theft includes financial and emotional costs
54950,the tiny caribbean nation of grenada is more often associated with its unforgiving hurricane season and at times turbulent political however this week the island will be hoping that all the conditions are right for the grenada sailing festival begins on friday with races around the southern and eastern in waters the organizers say are some of the most challenging in the,the grenada sailing festival begins on friday
87416,robin williams delighted fans with his comedy that took unexpected turn after unexpected he was comedic inspiration for many but he also was brilliant dramatic actor on stage and on the big,sarah michelle gellar calls robin williams the father she always of
73384,the mayor of east apologized wednesday for saying he would help latinos in his town by eating remark that sparked anger from state officials and immigrant advocates already fuming over allegations of police mistreatment of latinos in his sincerest apologies go out to the east haven community in the latino community for the insensitive and comment that made to wpix reporter mario diaz yesterday regarding the recent events affecting our community and our police mayor joseph maturo said in let the stress of the situation get the best of me and inflamed what is already serious and unfortunate,joseph maturo asks public to consider difficulties of arrested officers
80957,grid failure cut power supplies in northern india on hitting rail and road transport for hours in the worst blackout in authorities the outage held up at least trains in the indian railway spokesman anil kumar saxena told,outage held up at least trains in the indian railway spokesman says
86336,it was shocking and gruesome police officers in hazmat suits retrieving dead infants among of used diapers and from massachusetts home back in three bodies in total were found amid the squalor at paul street in town on the rhode island and on their mother was charged with murder in the deaths of two of,mother charged with murder months after dead infants found in squalid home
74437,the demonstrators have no clear many say twitter posts and facebook groups brought them to the streets of capital and cities around the with presidential elections less than six weeks they are protesting media coverage of the campaign and criticizing the candidate widely seen as the,the surge of student activism comes at key time during the presidential campaign
61801,when the department of justice shut down last it just megaupload files that went the move prompted changes in the way other sites share content and shook up departments across the,aggregate sites no longer link to video megavideo
36360,maria sharapova continued her run of tough victories thursday while simona halep maintained her flawless record of not dropping set as the contrasting pair made it through to the title match at the french the statuesque meter sharapova took two hours and minutes to see off the semifinal challenge of eugenie who came close to upsetting player she idolized as youngster growing up in,maria sharapova into french open final in paris
33931,have five days to recover from surgery and look good before my husband gets caucasian sits before me to sign the consent forms for her upcoming upper and lower eyelid lifts and an endoscopic brow,cosmetic surgery has become new form of plastic surgeon says
6099,french red cross official abducted by militants in yemen has been according to statement from the international committee of the red benjamin malbrancke had been kidnapped the evening of april about kilometers outside the western municipality of while traveling in red cross,french red cross official abducted by militants in yemen has been the icrc says
24252,princess relationships with two muslim men provoked an outburst from her who called her daughter paul the former told an inquest diana once referred to her former butler paul burrell as,paul princess former gives evidence at inquest
86186,france has been chosen to host the european football france beat off the challenge of italy and turkey to win the which was made by the members of the uefa executive,france wins right to host the european football championship
62066,police trying to identify the badly decomposed body of woman discovered in an industrial area in denied saturday that blue barrel was located near the an ambulance and police cars stand by near the location where body was found in chicago,police say there was no trash container near corpse
66852,new zealand maxi alfa romeo took advantage of break in light weather conditions to steal march on its rivals in the annual yacht race off the coast of australia on skipper neville vessel has led since leaving sydney and moved more than nautical miles ahead at the halfway stage in the,new zealand maxi alfa romeo extends lead in yacht race on sunday
76250,and confront their worst crises in recent economy is in free and its major cities are wracked by political while pakistani attitudes toward the united states have never been worse legacy of the cia contractor who shot and killed two pakistanis in the city of lahore this the campaign of drone attacks in tribal regions and the unilateral american raid to kill osama bin laden in northern pakistan in,relations are at their lowest authors say
81439,you just tell with according to his friends and there are still many in even if british politicians are for once giving him very wide berth this is rupert murdoch at his unpredictable pulling rabbits out of raising morale and announcing the launch of new sunday tabloid to replace the defunct news of the and not just time but this coming according to his enemies and there are still as many of those as there have ever been this is rupert at his manipulative seeking to convince the world that his augean stables have been swept clean and that his commitment to tabloid newsprint remains even as rumors abound of more imminent arrests of sun journalists for bribing police and other public,beset with rupert murdoch is launching new sunday newspaper in the uk
66998,on may kara high school junior in was not having good kara left school early in on may and been seen,missouri teen left school early after an argument with teacher
58501,the divorce of golfer tiger woods and wife elin nordegren was finalized according to joint statement issued by their the end comes nine months after allegations surfaced that woods carried on several extramarital,the couple reached settlement july document says
59048,armed men in trucks with guns mounted on them surrounded the libyan foreign ministry in tripoli early sunday and refused to allow ministry staff to enter the ministry official gunmen diverted traffic away from the ministry in central tripoli as they continued the siege through the,the men are demanding the foreign ministry be cleansed of gadhafi loyalists
78266,the leader in marxist guerrilla group that has been at war with the colombian government since the has been killed in military president juan manuel santos said victor julio suarez also known as jorge briceno suarez and by his nom de guerre mono was the military leader for the revolutionary armed forces of commonly called the,army retracts claim that another leader was also killed
82204,boston native mark wahlberg will star in film about the boston marathon bombing and the manhunt that deadline reported to be titled is being produced by cbs which linked to the deadline article from its,mark wahlberg is planning to appear in
91652,much has been written about the the president and first lady have attested to the long and hard work it takes to stay involved and connected to each other while maintaining their separate sustaining marriage is sometimes as the first lady,leah ward couples unwilling to make commitment to rewarding marriage
87039,the businessman son of embattled libyan leader moammar gadhafi appears to be out of rebel hands and says he wants to negotiate to save tripoli from sea of in an exchange with cnn senior international correspondent nic saadi gadhafi whose capture had been announced by the rebel leadership on sunday said he had the authority to negotiate and wanted to discuss with and nato,saadi gadhafi exchanged with cnn correspondent
41249,get the news out of the way to begin there any news on whether mitt romney is going to run for president that to say there those who want him to gloria borger reports advisers are rooting for him to consider not sold on the regardless of what goes on behind closed what we do know for sure is he has said he do so why does he keep creeping his way into headlines and onto campaign just year older than hillary and he appears to continue to be in great both romney and clinton would be about the same age as ronald reagan was when he was first age probably an,mitt romney has said he run for president again
58873,to erdal gifs are form of visual started to look at the physics of saw something that is like you have unique and it repeats endlessly in the form of musical realized that could do the same thing in,turkish artist erdil inci clones himself on gifs to make surreal patterns
67963,got an idea on how to make flying aircraft the defense department wants to know about the defense advanced research products agency has request out for ideas on how to develop an airborne platform that could both launch and recover other,pentagon wants aerial platform to carry drones
3617,half of registered voters turned out for peaceful provincial elections this the election commission said residents of ramadi province cast their votes this weekend during provincial,percent turnout sharp contrast to when only percent voted
78000,olympic gold medalist sherone simpson of jamaica plans to file an appeal with the court of arbitration for sport after receiving an doping suspension with her agent calling the ban who won gold at the olympics in the silver in the meters at the games and silver in the relay at the tested positive for the banned stimulant oxilofrine at last jamaican national,olympic sprint gold medalist sherone simpson is to appeal her doping suspension
20315,watched as the sellers and beggars descended on was thankful she was walking in front of me although knew my turn would soon there were women hawking iced water and children with prayer wooden sculptures and cotton everyone trying to get her attention by lady you want buy something you buy something the woman who was the target of this avalanche of requests like was tourist at the angkor wat temples in cambodia walked along the road toward the area where the buses and drivers waited to pick visitors as the seconds she said and thank and some of the sellers and beggars some did,common to feel pressure when you receive too many requests from many people
52056,retired libyan general whose movement launched an assault on islamist militias in benghazi and demanded the suspension of parliament has called for new council to take over the running of the khalifa haftar said wednesday that the general national the interim had failed the people and that its mismanagement of the country had turned libya into state sponsor of and hideout for,retired libyan general calls for civilian council to replace interim parliament
44470,friend said monday that to the man police accused of killing four homeless people in after he came back from serving in the military in was little bit more it seemed like there was something on his who lived few doors down from itzcoatl ocampo and asked to be identified only by his first told seemed really depressed and and things in his life looking that,friend says to itzcoatl ocampo after military tour
14492,chinese authorities on wednesday formally charged prominent uyghur scholar with months after his xinhua news agency ilham an economics professor at minzu was detained by police in january and taken to his native restive northwestern region where spate of recent violent incidents have been blamed by the government on uyghur separatists seeking to establish an independent,formal charge against ilham tohti comes day after violence in southern xinjiang
86657,social media management company vitrue released free tool the social page designed to help marketers get better understanding of facebook just submit facebook page url and the app will come up with valuation based on factors like number of number of posts per number of interactions and so,new app helps marketers get better understanding of facebook value
10330,the largest study of risk ever conducted among the military has found that many soldiers suffer from some form of mental and rates of many of these disorders are much higher in soldiers than in the related to suicide attempts and were released in series of three reports published in this edition of jama authors found significant differences in the rates of disorders like major intermittent explosive disorder and said harvard epidemiologist ronald the lead author on one of the,nearly half of soldiers had some mental condition when they author says
36327,ten years after the end of its civil which is heading to the polls has been transformed into regional african power with strong but poverty is still angola experienced double digit growth in gdp annually in the period in the last five of these average annual growth was at which more than doubled the size of the the country is the second largest oil producer in and the third biggest after south africa and,angola is holding its second peacetime elections on friday
53392,is game most americans play in their but competitive table tennis is different in an olympic and the united states has new star representing team usa in ariel michael hsing and xin immigrants to the united play table when her mother find baby she brought then ariel along with her when playing at table tennis it was there that ariel discovered her love for the sport and her,ariel is representing team usa in table tennis
74636,annie leibovitz on monday defended her provocative photograph for vanity fair magazine of teen heartthrob miley cyrus aka hannah montana who has expressed embarrassment about the sorry that my portrait of miley has been the celebrity photographer said in written and looked at fashion photographs together and we discussed the picture in that context before we shot the photograph is classic shot with very little and think it is very,vanity fair photographer annie picture
18821,this spring thousands of college students will ditch the bars and the beaches to do something more meaningful with their vacation brad vonck and other student volunteers worked with the cherokee nation in,spring breaks are becoming more popular among college students
75135,visiting new it appears that mitt romney is well poised to sweep through the granite and probably south carolina and on toward the but the campaign here suggests as he looks toward darkish clouds loom on the new hampshire voters love to and perhaps they will again this some remain undecided to poll released and one can never be certain how many independents will vote nor whom they will support especially with romney making several unforced errors in the past,david michael romney appears to have an edge in gop contest
14901,student march download pdf maps related to,get up to speed on coalition operation involving airstrikes against libya
21543,at college common for alumni to share achievements with each but report compiled for this reunion class at harvard university contained an unusual,ted the listed his eight life sentences as an
13693,third suspect has been arrested in the california death of deployed authorities dorothy grace marie was taken into custody thursday night in connection with the death of brittany according to the san diego county,brittany body was found in rural area in april
85619,justin bieber was in serious damage control mode sunday after video of him telling racist joke to friends in the posted to the pop then are black people afraid of chain,tmz posts video of justin bieber telling racist joke
3174,the white house confirms that syria has crossed by using chemical weapons in its war with rebel prompting the united states to boost the and of its support for the the disputed by comes as forces loyal to syrian president bashar have made gains in the past few the militant group hezbollah has become more active in the fighting on behalf of the,through cia to provide small sources say
28750,in my line of work get to meet lot of talented entrepreneurs and people who are just plain passionate about technology and these people tell me their pitch me their and sometimes show me how they intend to change the like it makes me feel like am part of something,most african provide services rather than hardware to minimize costs
53881,sarah hughes won the gold medal in figure skating at the winter olympics in salt lake and is graduate of yale medalist sarah hughes says the games are about excellence and,sarah obama is among other world leaders who have sought olympics
33361,the arizona division of forestry has been fined for workplace violations during the yarnell hill fire that left elite firefighters state health and safety officials said the state forestry division has days to appeal the which accuse the organization of mismanaging the fire when it failed to prioritize the safety of firefighters over the protection of structures and,the arizona division of forestry has been hit with penalties related to the deaths of firefighters
91600,many of us find money in our few quarters here and few dimes if maybe enough to buy imagine finding enough to buy small coffee,three roommates bought couch at the salvation army for
1961,crowd gathered thursday for an emotional funeral in thomas where hundreds paid their respects to three young girls who died in house fire in on christmas girls are in my madonna the told room full of mourners in brief reading at the midtown,public funeral is held in thomas church
4607,george zimmerman was booked into jail sunday after surrendering to authorities before an afternoon the seminole county sheriff zimmerman met two members of the office in business parking lot about sunday and was taken into sheriff donald eslinger told,man who shot florida teen met authorities in parking sheriff says
12739,those people with your your movements within your powerful piece of advice that todd of spirit of gives to her cast backstage before their opening show in the second city on their first tour in the united africa umoja is celebration of the evolution of south african culture through its history of music and sharing the joy that comes with overcoming obstacles of poverty in their own the which includes former street moves its audiences with explosive beats and endless,africa umoja is an explosive musical stage featuring traditional song and dance
83521,as the anniversary of al attack on the united states taliban militants struck coalition base in afghanistan on killing one person and wounding the truck bombing occurred in the province of wardak and all of the casualties were afghan the wardak spokesman,isaf confirms attack by taliban suicide bomber
9282,ac milan wasted golden opportunity to close the gap on leaders and city rivals inter at the top of the italian serie table after being held to draw at home to lowly with match at parma postponed because of heavy milan win would have closed the gap at the top of the table to eight points with both teams having played,milan waste golden opportunity to close the gap on leaders inter at the top of serie
26707,always will the academy awards telecast feature performances of the original song sometimes the answer is but this time looking like,bond theme appears to be the front runner for an original song oscar
72990,they are two of premier art filled with treasures amassed over now the state hermitage museum in petersburg is presenting inside the prado museum in showcasing paintings by titian and as well as ancient gold artifacts from,state hermitage museum displays items from its collection at the prado museum in spain
68707,kansas church notorious for its protests at military funerals will continue the controversial practice despite new restrictions in bill passed by congress that awaits president barack really not going to change our plans at westboro baptist church spokesman steve drain told cnn on going to continue to do also going to continue to obey all,westboro baptist church is known for protests at military funerals
64812,spain is reeling from its most severe drought in years with the reservoirs on average just half the environment ministry the tower of former underwater before the reappears in the mediano,spanish reservoirs on average half full after six dry months
68738,pope francis had lunch saturday with his pope emeritus benedict in what the vatican said was the first such encounter in the history of the roman catholic who was inaugurated as the new head of the billion catholics on has made some changes since taking the helm most notably by adopting personal style and calling for the church to focus on serving the poor and,video shows francis and benedict exchanging warm praying together
74964,casey accused of killing her daughter caylee in did not mention the disappearance to her any of his roommates or her acquaintances at nightclub during the month caylee was missing before police were handful of witnesses testified the evening of june the last day caylee was anthony was way she was every her anthony happy to see having grand old,casey she was grand old
64089,with world novak djokovic struggling at the atp world tour tired rafael nadal exiting and andy murray limping out of the scene is set for renewed protests by tennis stars about their testing tournament but roger perhaps the greatest of them has flatly rejected the notion that players should go on,roger federer rules out boycotts after winning again at atp world tour finals
22,criminals who file fraudulent tax returns by stealing identities could rake in an estimated billion over the next five years because the irs cannot keep up with the amount of the treasury inspector general russell george said analysis found although the irs detects and prevents large number of fraudulent refunds based on false income there is much fraud that it does not said prepared testimony before joint hearing of the house ways and means subcommittees on oversight and social,the estimate is the first detailed analysis of the ongoing problem
72426,if trying to keep up with kim little sister need to look on the not that the reality star and model is hard to,kendall jenner is the second youngest star of up with the
51944,marine biologists at the south carolina aquarium are treating leatherback sea turtle that washed up saturday on nearby the episode marks the first rescue of leatherback sea turtle in south carolina and is believed to be only the fifth live rescue of this species in the united according to the south carolina department of natural,staffers at the south carolina aquarium are treating leatherback sea turtle
1828,the coast guard has called off its search for as many as haitians missing after boat capsized near the turks and caicos spokeswoman said early the coast guard intercepted this crowded boat last week and repatriated its occupants to,coast guard has called off its search for as many as haitians
82783,venezuelan president hugo chavez died tuesday after long battle with news of his death drew impassioned reactions from around the as leaders and other public figures weighed in on his here are some of the ban,news of death drew impassioned reactions from around the world
85303,washington man fishing from kayak off hawaiian island has died after being bitten by authorities the man was identified by maui police as patrick briney of about miles east of,police identify man as patrick of washington
78495,canadian authorities are trying to determine what caused jetliner to crash near the remote arctic outpost of resolute killing the operated by carrier first went down about kilometers from the airport on first air vice president chris ferris told reporters the dead included the crew and eight of the passengers aboard the boeing he,transportation safety board is investigating the crash
63570,day after her sister comeback was ended in venus williams suffered similar fate losing in the quarterfinals to daniela the slovak battled hard in blustery conditions on the south coast of england as she recorded win her first over venus in,daniela hantuchova knocks venus williams out of eastbourne
62757,planned adoption of malawian girl will apparently go despite earlier opposition from the reporter for the itn television network told cnn the pop star arrived in malawi on madonna holds her adopted malawian david in,the superstar arrived in malawi on sunday
92057,palestinian man rammed his car into commuters waiting at light rail stop in jerusalem on killing baby and wounding several other israeli police the driver of the vehicle was shot as he tried to police he later according to hospital,baby killed in reportedly american state department says
10982,the front end of is working but many problems identified in the days after its launch according to team of web media temple is private company that analyzed the side of the site days after its disastrous october and again this week for,getting better but it looks like still lot to analyst says of
50326,indonesian police have arrested pop star nazril ilham for his involvement in sex videos that allegedly feature himself and two other top indonesian the singer was named suspect after the police questioned the three celebrities and expert witnesses over the last two,indonesian pop star arrested for sex tape
83787,an album release party at chicago nightclub ended in sending seven people to the hospital early thursday police all seven were listed in stable chicago police spokesman hector alfaro,mouse and king samson were performing at the club
87052,day after senior figure in islamist group was slain in an israeli targeted another militant organization has released hebrew language audio message threatening continued rocket fire into the addressed to attacking was posted on website used by islamic radical groups and came from organization calling itself the jemma ansar or the community of sunna,group threatens to continue rocket launches into israel
84483,let new menu and distract although an order of mcnuggets might cost more than buck the truth is that the dollar menu was never in whether you eat the fries or companies such as actually shift billions of dollars in hidden costs onto taxpayers every these costs flow directly from their business model of low nonexistent benefits and limited work which force millions of workers to rely on public assistance to afford basic necessities such as food and health,jack companies shift costs of their low pay onto taxpayers
55429,the fbi has launched an investigation into rupert news after report that employees or associates may have attempted to hack into phone conversations and voice mail of september victims and their federal law enforcement source told cnn are aware of the allegations and are looking into said the who requested anonymity due to the sensitivity of the be looking at anyone acting for or on behalf of news from the top down to to gather information and determine whether any laws may have been,rupert murdoch says news has handled the crisis
48289,halloween weekend appears to have scared off the major movie none of them released new perhaps figuring folks were more interested in parties and it seems they were as the holiday turned cineplexes into ghost,appears to edge for by margin
51340,former workers at california slaughterhouse involved in one of the largest meat recalls in years have been charged with knowingly processing and distributing meat from cancerous according to court documents released jesse amaral also known as was the former president and general manager of the rancho feeding corporation in he and his former felix sandoval cabrera and eugene have all been charged with conspiring to sell and distribute and,former workers at california slaughterhouse have been indicted
88362,last delegation of members from the house of which was honored to met with inspiring women of north africa who are helping to change the in and we held discussions with women who are committed to ensuring that women have seat at the table and are able to succeed in this rapidly changing and strategically important it is an uphill but there is no better time than the,nancy pelosi led delegation to meet with arab women working for democracy
75934,people are losing their jobs left and right these and not because of the because of what they president obama relieved stanley mcchrystal of his job as commander of all and nato forces in afghanistan because of negative remarks the general and his aides made about several officials in the obama administration that were published in rolling stone magazine the comments made were pretty clear that the general did not agree with many of the policies and decisions made about the war in,stanley mcchrystal the first general who clashed with
66056,an international tribunal will issue verdict in the war crimes trial of former liberian president charles taylor next the united nations who led liberia from to was the first african ruler to appear before an international war crimes,taylor is the first african ruler to appear before an international war crimes tribunal
26849,woman blinded in an acid attack seven years ago said sunday she stopped the for an punishment for her attacker because revenge is not worth physician was to drop acid under legal supervision into the eyes of majid movahedi on according to fars news to punish him for throwing acid in the act disfigured her face and blinded,ameneh bahrami says she to have her attacker blinded
5576,jurors in the boston marathon bombings trial were shown key piece of evidence dzhokhar writings on the inside of the boat he used as prosecutors presented photos of three panels of the boat that had messages written in,police officer testifies about the writings dzhokhar tsarnaev scrawled on boat
79606,first then residents in this small hamlet at the eastern edge of rockaway peninsula are exhausted and on eleven days after superstorm sandy made flooding nearly all of the they are still cold and in the,many on new rockaway peninsula are still without power and running water
84797,two monorail trains at walt disney world collided early killing et monorail crash at disney world killed one park spokesman,driver identified as austin
73006,the former cop who killed his wife and tried to cover it up by burning down their house was sentenced monday to life in prison with the possibility of judge larry sentencing decision comes nearly two months after kansas jury convicted brett seacat of murder for killing his vashti,jury convicted brett seacat of murder in june
42882,brendon pelser said he saw pure terror in the faces of his fellow passengers after an engine fell from wing as it took off from cape south men were sweating women were,nationwide airlines pilot dumped fuel until he landed plane wednesday
25015,not clear who might try to succeed jan brewer as governor of arizona next but chances are good that whoever it is be quite as the known as firebrand who exhibits flashes of announced on wednesday that she would the torch of and not run for her term ends in,jan who took on president obama over homeland will not seek reelection
38208,she has been dreaming about this day for as long as can ever since she was my daughter lilach has fantasized about her wedding it took her but finally becoming at the age of she has found the man with whom she wants to spend her he was born and raised right here in the same kibbutz where she was they have known each other all their but since they are two years they never really paid much attention to each other as they were growing all this makes it all the more,adele raemer what is the worst thing that could happen at
70485,world rugby champions south africa held off spirited fightback from new zealand to win and clinch their first crown in five years on jean de victor matfield and bismarck du plessis celebrate winning the with their,south africa defeated new zealand to win the rugby series
91696,look for president barack obama to get much political kudos for humming job creation the jobless rate is steady at the stock the housing market is stirring and the rescued auto industry is,economy shatters pumps out jobs in november
51113,pitchers greg maddux and tom glavine headline newcomers to the national baseball hall of fame the baseball association of america announced maddux and glavine both winners who won multiple cy young awards are on the ballot for the first other notable include frank jeff kent and mike,cy young award winners each won more than games in their careers
92469,rapidly spreading pop culture fueled by the korean pop music or is one of the most notable exports to come out of south korea in the past,south korean pop earned estimated million last year
5608,in spoke at ted about developing natural powers of creativity and returning to ted in wanted to focus on the need for radical shift in education more reforming education is rightly seen as one of the biggest challenges of our in my reform is not the real challenge is to transform education from century industrial model into century process based on different,sir ken school reform is often process of mandating standards and uniformity
42591,hillary clinton made it clear tuesday that when it comes to her which traveled through private server during her time at the state all just have to trust and using strong the former secretary of state insisted that despite concerns from both sides of the aisle on issues including national accountability and simply nothing to see,at press hillary clinton insists there was nothing amiss with her use of personal email while secretary of state
4536,imagine star so luminous that it would burn the earth up if it were anywhere star that outshines the sun as much as the sun outshines the monster even in the abyss of the star is not some celestial astronomers used very large telescope the official name to detect the most massive star discovered to in scientific,the newly detected star is million times brighter than the sun
64095,five transportation security administration employees have been placed on administrative leave after sensitive airport security manual was posted on the the agency announced the tsa said the version of the manual that ended up online was several editions old and did not expose the current airport screening and homeland security secretary janet napolitano told senate committee wednesday that security of the traveling public has never been put at,security of the traveling public has never been put at security chief says
82008,according to the united mission in iraqis were violently killed in april this is both normal and it is normal because it pales into comparison beside the monthly death toll in the worst years of the civil it is extraordinary because it is the highest such figure since that civil war subsided five years understanding the violence requires grasping three confluent the increasingly authoritarian streak of iraqi prime minister nuri the rise of both peaceful and violent protest among aggrieved sunni minority fifth of the regional trend of worsening sectarian tensions between shia and sunni each of these strands is tightly woven it was the invasion of iraq decade ago and the subsequent empowerment of its shia majority that sparked fears of what king abdullah famously called from syria to prime minister spent his years of exile under saddam in both those and is widely seen as having aligned iraq more closely to iranian interests for allowing iranian of arms to the assad this diplomatic shift compounded political has undermined political institutions that were designed to be such as the central bank and election he has seized personal control of key army and intelligence many of them including the iraqi special,monthly death toll has doubled in now highest figure since end of war
10302,the five snowboarders who died in colorado avalanche this weekend were all in their and from the office said they were found dead saturday after being buried in snow on high mountain pass in white river national officials from the clear creek county office,the snowboarders were all in their and from colorado
90321,day after world serena williams suffered one of the worst losses of her career at the wta maria sharapova that much hopes of reaching the semifinals in singapore not to mention overtaking williams as the are hanging by thread following defeat to petra kvitova on,maria sharapova loses to petra kvitova in straight sets at the wta finals
68615,two giants in the world of club football clash on saturday in game so entwined in spanish history and culture it even has its own many ingredients combine to create the potent el clasico game that pitches real madrid against barcelona give then champions real madrid guard of honour before last el,fans of real madrid and barcelona preview el clasico
11115,propaganda system appears to be working hard to belittle president barack obama before he heads to asia for three key multilateral the open mockery of the democratic loss in the midterm elections is likely an attempt to put the president on the defensive before he lands in beijing on but really little wonder that china is trying to change the subject from its own both foreign and for chinese president xi jinping will want no trouble from president as he executes his the primary purpose of which many believe is to consolidate and further centralize his xi is also dealing with restive including democracy movement in hong kong and unrest in which has seen terror attacks against chinese civilians and paramilitary,dan chinese media have openly mocked midterm loss
11251,new york supreme court ruled tuesday that occupy protesters will be allowed to return to zuccotti but they bring their tents and generators once mainstay of the the lower manhattan property has been home for the loosely defined group for nearly two spawning similar demonstrations in cities nationwide and around the,new york supreme court justice opts not to extend temporary restraining order
49878,thomas the tank whose television adventures on the fictional island of sodor have delighted children around the world for is now on mission to help kids with thomas the tank engine is part of new online game to help autistic children recognize different,online game uses thomas the tank engine to help autistic children
79692,move over of and call can if you need new obsession to got hot list of african tv and web series for from painstakingly awkward mockumentaries to gritty city dramas to entertaining profiles of quirky whole host of popular shows captivating audiences in africa and beyond,storytellers are using online avenues to get eyeballs on their new projects
85406,the father of george the man accused of shooting and killing an unarmed black says the teen threatened to kill zimmerman and then beat him so badly that it forced zimmerman to shoot martin said something to the effect going to die or going to die something to that robert zimmerman told orlando tv station continued to beat at some george pulled his did what he,continued to beat father tells news station
30299,chinese high court has agreed to hear an appeal from convicted former communist party senior bo according to statement released by jinan intermediate bo xilai was sentenced to life in prison for as well as years for embezzlement and seven years for abuse of power after he was convicted in,chinese high court agrees to hear bo appeal
58303,an anonymous tipper apparently is spreading holiday cheer in restaurants across the including leaving tip over the weekend in new the jolly has even posted pictures of the receipts to an instagram which the one tip at the images go back to with the tip totals at more than,anonymous tipper spreads holiday cheer to the tune of thousands of dollars
44254,former peace corps volunteer from connecticut is charged with sexual abuse of several preschool children in south africa last jesse worked at an aids center in south that provided food and other services to children between the ages of and criminal complaint,jesse worked at preschool facility in south africa
46445,four new orleans police officers accused of killing two men after hurricane katrina are scheduled to appear in federal courtrooms the officers are charged with multiple counts of weapons and civil rights violations in connection with the shootings in the infamous danziger bridge,the four officers face charges in shootings
